1.四则运算题目1    1 - 1 = 
9431.四则运算题目9431    1 * 8 / 6 = 
9432.四则运算题目9432    3 * 9 / 3 * 4 = 
9433.四则运算题目9433    7 / 9 + 7 / 1 = 
9434.四则运算题目9434    3 + 8 - 1 / 3 = 
9435.四则运算题目9435    1 + 5 * 1 / 4 = 
9436.四则运算题目9436    3 - 4 / 8 * 1 = 
9437.四则运算题目9437    9 + 9 + 5 - 8 = 
9438.四则运算题目9438    4 / 4 / 3 * 9 = 
9439.四则运算题目9439    6 * 4 - 3 / 4 = 
9440.四则运算题目9440    6 + 3 / 9 - 6 = 
9441.四则运算题目9441    6 * 1 + 2 - 1 = 
9442.四则运算题目9442    5 + 2 * 1 - 2 = 
9443.四则运算题目9443    7 * 7 * 7 * 5 = 
9444.四则运算题目9444    6 * 7 + 6 * 4 = 
9445.四则运算题目9445    5 * 3 / 3 / 3 = 
9446.四则运算题目9446    4 * 1 + 5 / 4 = 
9447.四则运算题目9447    8 - 0 / 5 * 2 = 
9448.四则运算题目9448    5 + 9 / 4 * 5 = 
9449.四则运算题目9449    6 * 2 + 4 - 2 = 
9450.四则运算题目9450    0 / 8 + 5 * 8 = 
9451.四则运算题目9451    8 - 5 + 9 / 8 = 
9452.四则运算题目9452    9 + 2 * 9 - 2 = 
9453.四则运算题目9453    4 + 8 / 4 + 9 = 
9454.四则运算题目9454    9 / 3 - 1 * 3 = 
9455.四则运算题目9455    0 + 8 * 4 / 4 = 
9456.四则运算题目9456    2 / 1 * 7 - 7 = 
9457.四则运算题目9457    3 * 9 - 5 / 3 = 
9458.四则运算题目9458    9 + 3 / 2 = 
9459.四则运算题目9459    7 + 4 - 6 / 4 = 
9460.四则运算题目9460    3 - 8 / 6 = 
9461.四则运算题目9461    4 * 9 / 9 / 1 = 
9462.四则运算题目9462    8 + 5 * 5 * 5 = 
9463.四则运算题目9463    7 * 8 / 3 - 3 = 
9464.四则运算题目9464    6 * 8 / 6 * 6 = 
9465.四则运算题目9465    6 * 3 + 8 / 1 = 
9466.四则运算题目9466    8 * 5 - 7 = 
9467.四则运算题目9467    8 - 3 + 0 / 8 = 
9468.四则运算题目9468    4 / 9 + 2 * 4 = 
9469.四则运算题目9469    3 + 2 * 2 * 7 = 
9470.四则运算题目9470    9 + 3 * 7 / 1 = 
9471.四则运算题目9471    6 + 6 + 4 / 7 = 
9472.四则运算题目9472    8 * 8 - 8 * 8 = 
9473.四则运算题目9473    6 * 4 - 6 + 1 = 
9474.四则运算题目9474    1 / 8 + 3 - 2 = 
9475.四则运算题目9475    2 + 4 - 8 / 9 = 
9476.四则运算题目9476    8 * 8 + 4 / 4 = 
9477.四则运算题目9477    0 + 3 * 4 - 3 = 
9478.四则运算题目9478    6 / 8 + 2 * 8 = 
9479.四则运算题目9479    4 * 4 * 7 + 7 = 
9480.四则运算题目9480    5 * 3 - 5 / 5 = 
9481.四则运算题目9481    6 / 6 / 6 / 1 = 
9482.四则运算题目9482    4 + 6 * 4 + 2 = 
9483.四则运算题目9483    3 * 6 - 5 + 5 = 
9484.四则运算题目9484    9 / 9 / 5 + 9 = 
9485.四则运算题目9485    6 + 8 / 1 - 8 = 
9486.四则运算题目9486    8 / 8 + 8 * 8 = 
9487.四则运算题目9487    4 - 7 / 7 / 5 = 
9488.四则运算题目9488    1 + 6 * 9 - 1 = 
9489.四则运算题目9489    1 / 8 * 2 = 
9490.四则运算题目9490    9 / 4 + 4 + 2 = 
9491.四则运算题目9491    2 + 2 / 2 / 3 = 
9492.四则运算题目9492    1 + 9 - 3 / 9 = 
9493.四则运算题目9493    9 / 5 + 2 = 
9494.四则运算题目9494    4 * 4 * 8 / 7 = 
9495.四则运算题目9495    2 / 6 * 6 = 
9496.四则运算题目9496    9 + 7 - 2 * 7 = 
9497.四则运算题目9497    3 * 3 * 6 - 6 = 
9498.四则运算题目9498    0 / 5 + 7 * 9 = 
9499.四则运算题目9499    1 * 3 / 1 * 8 = 
9500.四则运算题目9500    8 - 1 / 8 - 1 = 
9501.四则运算题目9501    0 + 1 * 8 / 2 = 
9502.四则运算题目9502    3 / 7 * 7 + 7 = 
9503.四则运算题目9503    3 / 3 * 3 / 3 = 
9504.四则运算题目9504    5 + 0 / 6 - 3 = 
9505.四则运算题目9505    6 + 4 * 1 / 1 = 
9506.四则运算题目9506    8 + 2 - 2 - 1 = 
9507.四则运算题目9507    6 / 4 + 0 * 0 = 
9508.四则运算题目9508    4 / 3 * 3 - 4 = 
9509.四则运算题目9509    3 - 1 / 4 = 
9510.四则运算题目9510    6 * 6 * 4 - 7 = 
9511.四则运算题目9511    7 * 7 * 1 - 7 = 
9512.四则运算题目9512    8 / 9 * 9 + 9 = 
9513.四则运算题目9513    2 + 2 + 5 * 8 = 
9514.四则运算题目9514    9 * 0 / 8 + 9 = 
9515.四则运算题目9515    4 * 8 + 3 = 
9516.四则运算题目9516    3 + 9 / 9 * 9 = 
9517.四则运算题目9517    1 + 4 / 4 - 1 = 
9518.四则运算题目9518    5 + 4 - 5 + 4 = 
9519.四则运算题目9519    9 + 3 - 1 * 8 = 
9520.四则运算题目9520    4 / 8 * 4 / 8 = 
9521.四则运算题目9521    5 + 6 * 5 + 1 = 
9522.四则运算题目9522    7 / 8 + 8 - 7 = 
9523.四则运算题目9523    2 - 8 / 8 / 3 = 
9524.四则运算题目9524    5 / 5 / 6 + 4 = 
9525.四则运算题目9525    6 - 9 / 7 = 
9526.四则运算题目9526    9 - 6 + 6 + 2 = 
9527.四则运算题目9527    1 / 1 / 2 * 7 = 
9528.四则运算题目9528    4 / 2 + 7 * 2 = 
9529.四则运算题目9529    7 + 2 * 8 - 0 = 
9530.四则运算题目9530    8 * 5 + 3 / 5 = 
9531.四则运算题目9531    4 + 4 * 5 - 4 = 
9532.四则运算题目9532    5 * 7 / 7 + 5 = 
9533.四则运算题目9533    4 + 3 * 8 - 8 = 
9534.四则运算题目9534    7 * 7 - 7 * 4 = 
9535.四则运算题目9535    1 / 1 / 9 * 9 = 
9536.四则运算题目9536    5 / 4 + 5 / 9 = 
9537.四则运算题目9537    2 + 7 * 3 / 7 = 
9538.四则运算题目9538    8 * 2 + 2 + 1 = 
9539.四则运算题目9539    0 + 8 * 9 - 8 = 
9540.四则运算题目9540    7 / 5 - 0 * 7 = 
9541.四则运算题目9541    6 - 4 * 8 / 6 = 
9542.四则运算题目9542    9 * 4 / 8 - 4 = 
9543.四则运算题目9543    7 * 0 + 9 / 7 = 
9544.四则运算题目9544    8 * 1 - 5 + 5 = 
9545.四则运算题目9545    4 * 4 + 4 + 6 = 
9546.四则运算题目9546    9 * 1 / 6 - 1 = 
9547.四则运算题目9547    3 + 7 - 6 / 3 = 
9548.四则运算题目9548    2 / 8 + 9 * 0 = 
9549.四则运算题目9549    6 - 6 + 6 + 2 = 
9550.四则运算题目9550    9 * 9 + 9 + 4 = 
9551.四则运算题目9551    8 * 7 - 4 + 9 = 
9552.四则运算题目9552    8 + 3 / 8 + 2 = 
9553.四则运算题目9553    9 * 4 + 3 - 9 = 
9554.四则运算题目9554    9 + 9 + 0 / 9 = 
9555.四则运算题目9555    1 / 5 - 0 + 1 = 
9556.四则运算题目9556    9 / 5 + 5 + 1 = 
9557.四则运算题目9557    9 + 2 / 6 - 2 = 
9558.四则运算题目9558    7 * 7 * 7 * 7 = 
9559.四则运算题目9559    7 * 4 - 4 - 3 = 
9560.四则运算题目9560    1 / 2 - 1 / 2 = 
9561.四则运算题目9561    2 - 6 / 3 + 2 = 
9562.四则运算题目9562    7 * 4 - 2 = 
9563.四则运算题目9563    8 + 8 + 9 * 9 = 
9564.四则运算题目9564    5 + 8 - 5 + 5 = 
9565.四则运算题目9565    6 * 7 + 5 / 7 = 
9566.四则运算题目9566    9 * 4 + 8 / 4 = 
9567.四则运算题目9567    4 * 9 - 9 - 7 = 
9568.四则运算题目9568    3 * 5 / 3 * 3 = 
9569.四则运算题目9569    7 * 9 - 7 + 7 = 
9570.四则运算题目9570    4 / 6 + 9 = 
9571.四则运算题目9571    3 / 3 / 9 * 3 = 
9572.四则运算题目9572    5 + 2 / 7 * 7 = 
9573.四则运算题目9573    8 + 5 * 8 / 8 = 
9574.四则运算题目9574    9 * 4 - 0 + 9 = 
9575.四则运算题目9575    6 / 4 - 0 + 4 = 
9576.四则运算题目9576    9 * 3 + 3 + 6 = 
9577.四则运算题目9577    9 * 2 / 7 - 2 = 
9578.四则运算题目9578    8 * 6 - 4 / 9 = 
9579.四则运算题目9579    9 / 5 - 9 / 9 = 
9580.四则运算题目9580    7 / 9 + 7 / 9 = 
9581.四则运算题目9581    5 * 6 - 5 * 2 = 
9582.四则运算题目9582    7 / 9 * 0 + 9 = 
9583.四则运算题目9583    6 + 4 - 1 / 4 = 
9584.四则运算题目9584    6 * 5 / 6 * 6 = 
9585.四则运算题目9585    8 + 8 / 8 / 9 = 
9586.四则运算题目9586    5 * 5 * 1 + 5 = 
9587.四则运算题目9587    3 + 3 + 9 - 6 = 
9588.四则运算题目9588    0 * 6 + 6 / 6 = 
9589.四则运算题目9589    0 + 0 + 4 / 7 = 
9590.四则运算题目9590    6 - 0 / 2 * 6 = 
9591.四则运算题目9591    8 + 3 * 8 + 8 = 
9592.四则运算题目9592    7 / 7 - 1 + 7 = 
9593.四则运算题目9593    3 + 3 + 6 * 9 = 
9594.四则运算题目9594    4 - 6 / 7 + 6 = 
9595.四则运算题目9595    3 * 2 + 7 / 9 = 
9596.四则运算题目9596    5 * 5 - 1 + 1 = 
9597.四则运算题目9597    6 + 6 + 9 / 3 = 
9598.四则运算题目9598    0 + 0 + 5 * 6 = 
9599.四则运算题目9599    9 * 3 + 5 / 1 = 
9600.四则运算题目9600    8 * 5 - 2 = 
9601.四则运算题目9601    7 * 7 + 6 - 7 = 
9602.四则运算题目9602    6 * 6 - 1 / 6 = 
9603.四则运算题目9603    5 / 6 + 1 = 
9604.四则运算题目9604    6 + 0 - 5 / 4 = 
9605.四则运算题目9605    4 + 3 * 4 + 6 = 
9606.四则运算题目9606    3 + 3 + 8 / 3 = 
9607.四则运算题目9607    7 / 8 + 7 - 7 = 
9608.四则运算题目9608    9 - 1 + 6 * 1 = 
9609.四则运算题目9609    7 / 4 + 3 * 4 = 
9610.四则运算题目9610    9 / 2 - 1 = 
9611.四则运算题目9611    1 / 5 + 8 - 1 = 
9612.四则运算题目9612    9 - 6 / 6 / 6 = 
9613.四则运算题目9613    6 * 7 + 0 - 4 = 
9614.四则运算题目9614    2 * 8 - 3 + 7 = 
9615.四则运算题目9615    7 / 3 * 8 = 
9616.四则运算题目9616    2 * 6 - 5 + 6 = 
9617.四则运算题目9617    9 - 1 + 0 / 9 = 
9618.四则运算题目9618    3 + 1 / 3 + 4 = 
9619.四则运算题目9619    2 - 8 / 7 = 
9620.四则运算题目9620    1 / 3 + 9 = 
9621.四则运算题目9621    4 - 3 + 4 - 1 = 
9622.四则运算题目9622    1 / 4 + 9 = 
9623.四则运算题目9623    9 * 9 * 8 - 0 = 
9624.四则运算题目9624    7 + 3 - 3 - 7 = 
9625.四则运算题目9625    8 - 0 / 4 + 8 = 
9626.四则运算题目9626    8 * 8 * 7 - 7 = 
9627.四则运算题目9627    8 / 6 * 6 * 5 = 
9628.四则运算题目9628    9 - 2 / 6 * 9 = 
9629.四则运算题目9629    2 / 2 / 7 * 2 = 
9630.四则运算题目9630    2 * 7 + 9 - 7 = 
9631.四则运算题目9631    9 + 2 * 2 * 3 = 
9632.四则运算题目9632    3 + 3 / 4 = 
9633.四则运算题目9633    3 * 3 * 0 / 8 = 
9634.四则运算题目9634    4 + 4 * 8 / 4 = 
9635.四则运算题目9635    8 - 8 / 8 / 7 = 
9636.四则运算题目9636    2 / 5 + 4 - 0 = 
9637.四则运算题目9637    7 * 1 / 9 + 1 = 
9638.四则运算题目9638    2 - 1 + 5 / 6 = 
9639.四则运算题目9639    6 * 6 * 9 + 6 = 
9640.四则运算题目9640    0 / 5 + 7 - 0 = 
9641.四则运算题目9641    8 / 5 + 8 * 8 = 
9642.四则运算题目9642    6 * 9 / 8 + 9 = 
9643.四则运算题目9643    8 - 4 / 8 - 7 = 
9644.四则运算题目9644    3 + 2 / 8 - 3 = 
9645.四则运算题目9645    9 * 9 * 1 / 2 = 
9646.四则运算题目9646    7 + 1 / 8 - 1 = 
9647.四则运算题目9647    8 + 8 + 1 / 1 = 
9648.四则运算题目9648    8 / 5 * 9 = 
9649.四则运算题目9649    8 / 5 + 7 * 5 = 
9650.四则运算题目9650    2 + 9 - 2 + 3 = 
9651.四则运算题目9651    6 + 6 + 9 / 4 = 
9652.四则运算题目9652    4 * 5 + 2 / 4 = 
9653.四则运算题目9653    9 + 0 / 9 + 7 = 
9654.四则运算题目9654    8 - 5 / 5 / 7 = 
9655.四则运算题目9655    9 / 6 * 8 - 8 = 
9656.四则运算题目9656    9 * 5 / 5 / 9 = 
9657.四则运算题目9657    5 * 8 + 6 / 5 = 
9658.四则运算题目9658    1 / 7 * 1 / 9 = 
9659.四则运算题目9659    0 * 2 / 2 / 4 = 
9660.四则运算题目9660    3 * 1 - 2 + 9 = 
9661.四则运算题目9661    5 / 7 + 5 / 9 = 
9662.四则运算题目9662    7 * 8 - 8 - 8 = 
9663.四则运算题目9663    3 / 9 * 6 + 3 = 
9664.四则运算题目9664    3 / 5 * 9 + 5 = 
9665.四则运算题目9665    4 + 1 - 4 + 5 = 
9666.四则运算题目9666    2 / 4 + 1 = 
9667.四则运算题目9667    4 / 3 - 1 + 7 = 
9668.四则运算题目9668    4 * 6 / 6 + 6 = 
9669.四则运算题目9669    6 / 6 / 9 + 6 = 
9670.四则运算题目9670    5 * 3 / 3 / 5 = 
9671.四则运算题目9671    1 + 7 / 2 * 7 = 
9672.四则运算题目9672    4 + 9 / 7 * 4 = 
9673.四则运算题目9673    7 - 4 / 4 * 4 = 
9674.四则运算题目9674    7 + 8 - 9 / 9 = 
9675.四则运算题目9675    1 / 4 - 1 / 6 = 
9676.四则运算题目9676    5 - 3 + 6 / 3 = 
9677.四则运算题目9677    7 / 2 - 0 = 
9678.四则运算题目9678    6 - 6 / 6 / 6 = 
9679.四则运算题目9679    4 + 7 - 1 / 6 = 
9680.四则运算题目9680    3 + 0 - 3 + 1 = 
9681.四则运算题目9681    1 * 9 + 8 / 6 = 
9682.四则运算题目9682    0 + 0 + 6 / 7 = 
9683.四则运算题目9683    5 - 2 + 5 * 2 = 
9684.四则运算题目9684    7 * 4 - 7 + 7 = 
9685.四则运算题目9685    8 * 9 - 5 = 
9686.四则运算题目9686    7 / 7 / 6 + 7 = 
9687.四则运算题目9687    3 + 7 / 5 * 3 = 
9688.四则运算题目9688    7 / 6 + 2 * 6 = 
9689.四则运算题目9689    7 - 3 / 8 + 3 = 
9690.四则运算题目9690    1 / 5 + 1 / 9 = 
9691.四则运算题目9691    3 + 9 / 3 - 3 = 
9692.四则运算题目9692    9 / 9 / 1 * 9 = 
9693.四则运算题目9693    9 / 6 * 1 + 1 = 
9694.四则运算题目9694    6 + 6 * 8 / 5 = 
9695.四则运算题目9695    7 * 3 - 3 + 3 = 
9696.四则运算题目9696    9 / 4 + 8 * 8 = 
9697.四则运算题目9697    8 / 4 - 8 / 8 = 
9698.四则运算题目9698    3 - 7 / 5 + 7 = 
9699.四则运算题目9699    2 / 5 * 5 * 9 = 
9700.四则运算题目9700    7 / 5 * 6 - 6 = 
9701.四则运算题目9701    1 * 5 - 9 / 5 = 
9702.四则运算题目9702    9 * 5 - 7 = 
9703.四则运算题目9703    7 * 9 / 4 = 
9704.四则运算题目9704    6 / 7 * 5 + 5 = 
9705.四则运算题目9705    4 + 0 / 9 * 8 = 
9706.四则运算题目9706    9 * 9 * 5 - 5 = 
9707.四则运算题目9707    9 * 5 + 9 * 5 = 
9708.四则运算题目9708    1 / 3 + 5 = 
9709.四则运算题目9709    7 + 1 * 7 + 1 = 
9710.四则运算题目9710    4 + 4 + 5 - 4 = 
9711.四则运算题目9711    7 * 3 - 3 - 7 = 
9712.四则运算题目9712    8 * 2 + 3 / 9 = 
9713.四则运算题目9713    3 - 6 / 5 = 
9714.四则运算题目9714    1 + 1 * 1 + 9 = 
9715.四则运算题目9715    7 * 7 * 4 - 7 = 
9716.四则运算题目9716    8 + 4 / 4 - 7 = 
9717.四则运算题目9717    4 / 8 + 8 + 8 = 
9718.四则运算题目9718    8 / 1 - 1 - 5 = 
9719.四则运算题目9719    5 * 1 + 2 - 1 = 
9720.四则运算题目9720    5 / 5 * 3 + 5 = 
9721.四则运算题目9721    6 + 8 - 3 / 3 = 
9722.四则运算题目9722    9 - 4 / 8 * 9 = 
9723.四则运算题目9723    1 - 1 / 5 + 5 = 
9724.四则运算题目9724    3 / 5 + 5 + 3 = 
9725.四则运算题目9725    9 * 3 - 4 + 3 = 
9726.四则运算题目9726    5 * 5 - 4 = 
9727.四则运算题目9727    6 - 4 * 0 / 4 = 
9728.四则运算题目9728    4 * 4 * 4 * 3 = 
9729.四则运算题目9729    7 - 3 + 3 * 7 = 
9730.四则运算题目9730    6 + 1 / 5 * 1 = 
9731.四则运算题目9731    6 / 2 + 2 + 4 = 
9732.四则运算题目9732    9 / 1 + 8 - 1 = 
9733.四则运算题目9733    3 * 9 + 3 - 3 = 
9734.四则运算题目9734    0 + 6 * 2 - 4 = 
9735.四则运算题目9735    6 + 5 / 4 * 5 = 
9736.四则运算题目9736    8 - 0 / 5 = 
9737.四则运算题目9737    8 / 4 - 1 * 1 = 
9738.四则运算题目9738    6 - 4 * 5 / 5 = 
9739.四则运算题目9739    9 * 7 + 3 - 3 = 
9740.四则运算题目9740    5 + 7 / 1 * 5 = 
9741.四则运算题目9741    4 / 6 * 3 + 4 = 
9742.四则运算题目9742    3 - 1 + 3 - 2 = 
9743.四则运算题目9743    0 / 6 - 0 * 6 = 
9744.四则运算题目9744    9 + 7 / 9 + 6 = 
9745.四则运算题目9745    8 / 3 - 1 = 
9746.四则运算题目9746    5 * 3 - 4 + 4 = 
9747.四则运算题目9747    3 + 8 * 1 / 3 = 
9748.四则运算题目9748    9 / 7 + 9 / 7 = 
9749.四则运算题目9749    2 / 8 * 2 - 0 = 
9750.四则运算题目9750    5 * 5 - 5 / 9 = 
9751.四则运算题目9751    7 / 7 / 4 = 
9752.四则运算题目9752    3 + 5 * 5 * 9 = 
9753.四则运算题目9753    7 + 4 / 6 = 
9754.四则运算题目9754    2 * 6 - 6 - 2 = 
9755.四则运算题目9755    8 * 5 + 5 + 1 = 
9756.四则运算题目9756    8 * 8 * 5 - 6 = 
9757.四则运算题目9757    3 * 3 * 2 / 8 = 
9758.四则运算题目9758    9 / 4 - 9 / 4 = 
9759.四则运算题目9759    8 / 9 * 6 = 
9760.四则运算题目9760    4 + 4 / 4 / 8 = 
9761.四则运算题目9761    7 - 6 / 6 / 9 = 
9762.四则运算题目9762    0 + 1 * 9 / 6 = 
9763.四则运算题目9763    5 * 5 * 6 / 2 = 
9764.四则运算题目9764    7 + 1 * 7 + 4 = 
9765.四则运算题目9765    3 / 9 - 0 + 9 = 
9766.四则运算题目9766    9 / 4 * 9 = 
9767.四则运算题目9767    2 * 6 - 4 + 6 = 
9768.四则运算题目9768    6 + 2 / 8 * 8 = 
9769.四则运算题目9769    2 / 4 - 2 / 8 = 
9770.四则运算题目9770    7 * 1 / 2 = 
9771.四则运算题目9771    4 / 8 * 6 = 
9772.四则运算题目9772    9 - 4 + 9 - 9 = 
9773.四则运算题目9773    9 / 4 - 9 / 6 = 
9774.四则运算题目9774    7 + 6 / 4 * 4 = 
9775.四则运算题目9775    0 / 6 + 6 + 3 = 
9776.四则运算题目9776    7 * 3 / 2 = 
9777.四则运算题目9777    3 / 2 * 0 + 0 = 
9778.四则运算题目9778    6 * 4 - 8 + 4 = 
9779.四则运算题目9779    3 / 1 * 9 + 9 = 
9780.四则运算题目9780    1 / 3 * 6 = 
9781.四则运算题目9781    6 + 6 + 1 / 6 = 
9782.四则运算题目9782    3 / 6 * 8 + 8 = 
9783.四则运算题目9783    9 - 8 / 6 = 
9784.四则运算题目9784    5 + 2 - 1 / 2 = 
9785.四则运算题目9785    9 / 6 * 0 + 0 = 
9786.四则运算题目9786    6 - 2 * 4 / 2 = 
9787.四则运算题目9787    9 * 3 - 5 = 
9788.四则运算题目9788    8 + 7 * 3 / 3 = 
9789.四则运算题目9789    1 / 3 * 3 = 
9790.四则运算题目9790    0 / 2 * 0 / 4 = 
9791.四则运算题目9791    2 / 4 + 9 * 2 = 
9792.四则运算题目9792    8 - 2 / 2 * 2 = 
9793.四则运算题目9793    4 + 4 + 5 - 1 = 
9794.四则运算题目9794    6 / 3 + 6 / 5 = 
9795.四则运算题目9795    6 + 6 - 0 / 6 = 
9796.四则运算题目9796    8 + 2 / 8 + 3 = 
9797.四则运算题目9797    2 + 7 / 7 / 2 = 
9798.四则运算题目9798    9 * 9 + 9 * 5 = 
9799.四则运算题目9799    6 / 6 / 1 + 8 = 
9800.四则运算题目9800    8 * 7 - 8 * 4 = 
9801.四则运算题目9801    6 - 9 * 3 / 9 = 
9802.四则运算题目9802    6 * 7 - 6 * 6 = 
9803.四则运算题目9803    5 * 5 / 6 = 
9804.四则运算题目9804    8 - 4 / 2 + 4 = 
9805.四则运算题目9805    9 * 2 + 2 + 9 = 
9806.四则运算题目9806    9 * 4 / 7 + 9 = 
9807.四则运算题目9807    2 * 7 - 2 + 2 = 
9808.四则运算题目9808    0 * 9 + 9 + 8 = 
9809.四则运算题目9809    9 / 1 + 6 * 9 = 
9810.四则运算题目9810    1 + 5 / 5 / 8 = 
9811.四则运算题目9811    9 + 8 - 9 + 1 = 
9812.四则运算题目9812    8 + 8 + 7 * 3 = 
9813.四则运算题目9813    6 - 5 / 9 + 0 = 
9814.四则运算题目9814    3 * 3 * 7 + 9 = 
9815.四则运算题目9815    6 + 4 * 8 / 8 = 
9816.四则运算题目9816    2 / 9 + 2 * 2 = 
9817.四则运算题目9817    2 * 5 / 6 + 2 = 
9818.四则运算题目9818    5 / 7 * 5 / 7 = 
9819.四则运算题目9819    8 * 7 - 7 - 7 = 
9820.四则运算题目9820    6 + 6 + 6 / 6 = 
9821.四则运算题目9821    6 * 2 - 2 - 7 = 
9822.四则运算题目9822    3 + 2 / 5 * 2 = 
9823.四则运算题目9823    3 - 3 / 3 / 8 = 
9824.四则运算题目9824    1 - 4 * 4 * 0 = 
9825.四则运算题目9825    1 * 1 - 5 / 5 = 
9826.四则运算题目9826    6 + 1 / 6 + 6 = 
9827.四则运算题目9827    9 - 7 + 6 / 7 = 
9828.四则运算题目9828    0 + 0 + 6 - 2 = 
9829.四则运算题目9829    1 * 3 / 6 = 
9830.四则运算题目9830    3 * 6 - 8 + 9 = 
9831.四则运算题目9831    3 * 7 - 2 + 7 = 
9832.四则运算题目9832    8 - 7 + 7 + 5 = 
9833.四则运算题目9833    5 / 6 + 7 - 6 = 
9834.四则运算题目9834    8 / 8 / 4 + 4 = 
9835.四则运算题目9835    3 * 7 - 7 / 3 = 
9836.四则运算题目9836    5 * 8 - 7 + 5 = 
9837.四则运算题目9837    9 / 8 * 5 = 
9838.四则运算题目9838    3 / 9 * 9 + 3 = 
9839.四则运算题目9839    3 / 7 * 8 + 7 = 
9840.四则运算题目9840    8 * 9 + 4 / 3 = 
9841.四则运算题目9841    2 * 9 - 9 / 9 = 
9842.四则运算题目9842    6 + 7 / 1 - 6 = 
9843.四则运算题目9843    5 * 5 / 4 = 
9844.四则运算题目9844    6 / 4 + 9 = 
9845.四则运算题目9845    9 * 5 + 0 - 4 = 
9846.四则运算题目9846    1 / 2 * 9 - 2 = 
9847.四则运算题目9847    4 + 4 + 4 / 2 = 
9848.四则运算题目9848    3 - 3 / 5 + 2 = 
9849.四则运算题目9849    0 / 9 - 0 / 2 = 
9850.四则运算题目9850    6 / 6 * 1 + 1 = 
9851.四则运算题目9851    5 * 9 + 6 - 5 = 
9852.四则运算题目9852    8 / 6 * 8 - 8 = 
9853.四则运算题目9853    9 + 2 / 3 - 3 = 
9854.四则运算题目9854    9 / 6 + 8 - 8 = 
9855.四则运算题目9855    9 - 6 / 4 * 4 = 
9856.四则运算题目9856    6 * 6 + 7 / 7 = 
9857.四则运算题目9857    4 - 3 / 7 = 
9858.四则运算题目9858    1 + 0 - 4 / 6 = 
9859.四则运算题目9859    9 * 9 / 2 + 0 = 
9860.四则运算题目9860    5 * 4 + 5 - 4 = 
9861.四则运算题目9861    3 + 7 - 2 / 7 = 
9862.四则运算题目9862    6 + 7 * 3 - 3 = 
9863.四则运算题目9863    8 / 1 + 1 - 8 = 
9864.四则运算题目9864    9 - 7 * 7 / 9 = 
9865.四则运算题目9865    8 - 4 / 4 / 7 = 
9866.四则运算题目9866    6 - 9 / 8 = 
9867.四则运算题目9867    9 / 8 * 3 = 
9868.四则运算题目9868    3 / 8 + 2 = 
9869.四则运算题目9869    2 / 9 * 7 = 
9870.四则运算题目9870    3 - 0 / 2 + 0 = 
9871.四则运算题目9871    9 * 9 * 8 + 2 = 
9872.四则运算题目9872    3 + 3 + 0 / 5 = 
9873.四则运算题目9873    6 - 1 / 1 + 6 = 
9874.四则运算题目9874    9 / 9 / 5 * 6 = 
9875.四则运算题目9875    1 - 1 + 1 + 7 = 
9876.四则运算题目9876    9 + 5 / 5 - 9 = 
9877.四则运算题目9877    7 + 6 / 1 - 0 = 
9878.四则运算题目9878    9 * 2 - 4 + 2 = 
9879.四则运算题目9879    4 / 4 / 4 / 3 = 
9880.四则运算题目9880    4 / 7 * 2 + 5 = 
9881.四则运算题目9881    6 / 3 - 0 + 6 = 
9882.四则运算题目9882    9 / 5 + 6 - 7 = 
9883.四则运算题目9883    4 * 4 - 5 + 4 = 
9884.四则运算题目9884    2 + 1 / 3 - 1 = 
9885.四则运算题目9885    7 / 1 * 8 = 
9886.四则运算题目9886    6 + 4 / 3 - 7 = 
9887.四则运算题目9887    3 - 3 / 8 * 8 = 
9888.四则运算题目9888    7 * 2 - 3 + 3 = 
